Id,Value,Notes
Str_Email_StoryYouAreFiredWelcome_Body,"Hi {{FirstName}},

You would have seen your severance documents in an earlier email. I hope there are no hard feelings. I would say that you have contributed so much to our company, that it has been a pleasure working with you all these years, but it hasn't so I won't. I know you have these delusions of grandeur about becoming the next big startup founder. My advice: don't! Go find yourself a job and get on with your life. Then again what do I care!


Your ex-boss,

{{SenderName}}",
Str_Email_StoryMummysChildWelcome_Subject,Mult noroc draga!,
Str_Email_StoryMummysChildWelcome_Body,"Hey {{FirstName}},

I just wanted say again that even though this is probably the worst decision you have made in your life, your dad and I fully support you in whatever you are doing. Our door is always open if you decide to come back and stay with us.



Lots of love and kisses,

Mum and dad



P.S. don't forget to drop off your laundry on Saturday.",
Str_Email_StoryDeadUncleWelcome_Subject,Depozitul dvs. numerar?,
Str_Email_StoryDeadUncleWelcome_Body,"Dear {{FirstName}},


My name is {{SenderName}}, the executor of your late uncle's will. Per his instructions (and despite the immediate family's many attempts to modify the contents of the will), I have deposited $50,000 to your bank account. I'm glad the matter is now resolved, because frankly I couldn't take any more of it...



Good day to you {{SirOrMadam}},

{{SenderName}}",
Str_Email_Airono_Subject,Airono Spells É??Oh NoÉ?ù for Commercial Property Owners,
Str_Email_Airono_Body,"Airono, the self proclaimed É??Airbnb for OfficesÉ?ù has seen a huge uptake in recent months, leading to more and more business owners sharing office space in order to cut down costs. This in turn has put downward pressure on property rentals, as owners try to stay competitive in the market.


{{SenderName}}



{{Impact}}",
Str_Email_BeaversDamEncouragesGrowth_Subject,BeaversÉ?? Dam Boosts Startup Investment,
Str_Email_BeaversDamEncouragesGrowth_Body,"The new reality show BeaversÉ?? Dam is being attributed to a boost in startup investment. The show, which began airing last year, allows entrepreneurs to pitch ideas to high profile investors using only interpretive dance and facial expressions.


{{SenderName}}



{{Impact}}",
Str_Email_BestSellerWarns_Subject,Best Seller Warns of Technology,
Str_Email_BestSellerWarns_Body,"The novel É??The Man Who Couldn't Look UpÉ?ù which was released two weeks ago is already shattering sales records internationally. The author, Chip Pascal, admitted that this cautionary tale was not intended to scare people of technology but simply indulge in a realistic what-if scenario. Nevertheless, economists are already seeing its impact on consumer and business tech spending.


{{SenderName}}



{{Impact}}",
Str_Email_CandidatePoolIncrease_Subject,Our pool of candidates has increased to {{PoolSize}}!,
Str_Email_CandidatePoolIncrease_Body,"Buna Ziua {{CeoFirstName}},
    
Due to our valiant efforts we are now getting an average of {{PoolSize}} candidates knocking at our door at any given time. We better take advantage of it!
    

Yours Sincerely,
    
{{SenderName}}



Candidates: +1",
Str_Email_CandidateQualityIncrease_Subject,The quality of our candidates has improved!,
Str_Email_CandidateQualityIncrease_Body,"Buna {{CeoFirstName}},
    
Focusul nostru pentru PR chiar a meritat! In medie pe care-I gasim au la abtitudine un +1..
    

Cu sinceritate,
    
{{SenderName}}



Abtitudinile Candidatiilor: +1",
Str_Email_CapsuleOfficesDriveRentDown_Subject,Capsule Offices Drive Down Property Rentals,
Str_Email_CapsuleOfficesDriveRentDown_Body,"Capsule rooms, once only associated with Japanese hotels, have taken off in the business office space market in a big way. More and more businesses are choosing to go down this route in order to save on rent and electricity costs. Some offices are even carrying out preliminary tests on capsule meeting rooms and kitchens. The impact of all the extra space has been an overall drop in commercial property rentals.


{{SenderName}}



{{Impact}}",
Str_Email_CloudWars_Subject,Cloud Infrastructure Wars,
Str_Email_CloudWars_Body,"With the entry of dozens of cloud infrastructure providers like BitsUp, DataHeaven, and SoFluffy into the market, competition is at all time high. While many believe that most of these offerings will not see the test of time, in the short run at least consumers can expect lower prices.


{{SenderName}}



{{Impact}}",
Str_Email_ClownWorldcup_Subject,Masses Flood in for Clown Worldcup,
Str_Email_ClownWorldcup_Body,"After 4 long years, the Clown Worldcup is finally right around the corner. Over the next few months the very best the clown profession has to offer, along with their most die hard fans will flood into our very own town. Despite the mayor's re-assurances of residence and parking availability, experts are warning of increased congestion and expect rental costs to sky rocket.


{{SenderName}}



{{Impact}}",
Str_Email_CoffeeDrivesUpRent_Subject,Coffee Drives Up Commercial Property Rentals,
Str_Email_CoffeeDrivesUpRent_Body,"It's no secret that coffee is no longer regarded as the bitter beverage it actually is. It has become a vehicle for promoting one's social status, much the same way as one's brand of shoes or choice of car. What is only just coming into the fore is how our coffee spending habit is affecting commercial rental properties. More and more businesses are choosing to rent their offices in city centers with access to better baristas and coffee options, in order to keep employees happy. This has in turn caused a spike in rents.


{{SenderName}}



{{Impact}}",
Str_Email_CurrencyStrong_Subject,Dollar Strong Against Major Currencies,
Str_Email_CurrencyStrong_Body,"The dollar has been rising steadily over the past two months. Analysts expect the trend to continue for some time before leveling off. This trend has had a noticeable impact on exports and foreign spending.


{{SenderName}}



{{Impact}}",
Str_Email_CurrencyWeak_Subject,Dollar Weak Against Major Currencies,
Str_Email_CurrencyWeak_Body,"The weakening dollar is expected to fall even further over the coming months. Economists are welcoming this trend as it directly increases foreign spending and export revenue.


{{SenderName}}



{{Impact}}",
Str_Email_DietFadBudget_Subject,6 Course Diet Fad Strains Budgets,
Str_Email_DietFadBudget_Body,"A new diet advocated by self-proclaimed nutritionist Kale Curry is taking the world by storm. The diet, which advocates eating a 6 course meal, 4 times a day, is having a major impact on disposable income of middle class consumers.


{{SenderName}}



{{Impact}}",
Str_Email_EmploymentPeak_Subject,Unemployment Drops to an All Time Low!,
Str_Email_EmploymentPeak_Body,"The rate of unemployment has plummeted in the past month. Many workers are looking to jump ship for better pay and conditions.


{{SenderName}}



{{Impact}}",
Str_Email_GameOfDronesMention_Subject,{{CompanyName}} Gets a Mention in Game of Drones,
Str_Email_GameOfDronesMention_Body,"The popular TV series Game of Drones is known to reference real world companies and organizations, the latest being {{CompanyName}}. The show is set in a post-apocalyptic world where various AI entities wage war in an attempt for domination. Many of these entities are rooted in present day tech companies.


{{SenderName}}



{{Impact}}",
Str_Email_GarbageHero_Subject,Garbage Hero AR Goes Viral,
Str_Email_GarbageHero_Body,"Augmented reality game Garbage Hero AR has gone viral since its release date last week, seeing millions of people world-wide take to the street to clean up virtual rubbish. The trash is randomly placed throughout suburban and city areas. Analysts believe the success of the game will contribute to an overall increase of capital spent by tech investors.

In related news, several city councils have reported a marked increase in actual littering.


{{SenderName}}



{{Impact}}",
Str_Email_HackacomClosesDoors_Subject,Hackacom Closes its Doors,
Str_Email_HackacomClosesDoors_Body,"After two years of financial struggle and failing to secure and acquisition, the multinational giant Hackacom has finally filed for bankruptcy, and will be closing all but two of its offices. It is believed that the majority of the 30,000 employees will be made redundant over the next two weeks.


{{SenderName}}



{{Impact}}",
Str_Email_InvestmentTaxBreak_Subject,New Tax Breaks to Favor Startup Investors,
Str_Email_InvestmentTaxBreak_Body,"A new set of tax legislation announced yesterday have created big incentives for early stage startup investors. These tax breaks are expected to be in effect before the end of the financial year.


{{SenderName}}



{{Impact}}",
Str_Email_InvestmentTaxIncrease_Subject,New Taxes Disappoint Startup Investors,
Str_Email_InvestmentTaxIncrease_Body,"A newly introduced set of tax laws is expected to cause significant downsizing of startup investment. The sweeping changes affect all major industries and will reduce early startup spending by as much as 30%.


{{SenderName}}



{{Impact}}",
Str_Email_Junk-BinocularsWeekly_Subject,FELICITARI!!!,
Str_Email_Junk-BinocularsWeekly_Body,"Congratulations!! You have just won a two year subscription to Binoculars Weekly magazine! <b>Click here</b> to claim your prize.


BV",
Str_Email_Junk-BluePillRedPill_Subject,Source Supplements!!,
Str_Email_Junk-BluePillRedPill_Body,"Knock knock,

My name is Pasithea and I would like to offer you some life changing supplements which I think you have been looking for some time. For a limited time, we are offering our blue pill and red pill collection for half price! The blue pills are fantastic for relaxation, improved sleep, and the closest thing to a cure for insomnia. The red pills will give you that extra boost in the morning and keep you alert all day. 

Typically we would conduct business face to face (that is my son's preferred method), but given the booming nature of this business, email would be the quickest way. Simply reply to this email with the quantity required.


Pasithea


P.S. side effects of the red pill may include vomiting, confusion, increased aggression, fashion change, blindness, and ultimately crucifixion.",
Str_Email_Junk-BritishPrinces_Subject,YOUR ASSISTANCE - STRICTLY CONFIDENTIAL,
Str_Email_Junk-BritishPrinces_Body,"Good day,

My name is Ben Dover, attorney of law to the late Princess Charlotte of Wales. I appreciate that the name of Her Royal Highness may be unfamiliar to you; this is because the royal family has, for years, systematically hidden her from the eyes of the public and media due to her unorthodox parentage. Two months ago, when the Princess passed away tragically in a pigeon racing incident (the circumstances of which I still question to this day), she left behind an estate worth two hundred and fifty two million dollars ($252,000,000). This is where I need your help!

As you can appreciate there are those in the royal family who would rather not see this money go to Princess Charlotte's children and wish to bury her legacy along with her. Being the only person working on her behalf, I need your help transferring the full amount to an off-shore account where it can be kept safe. I assure you that my intentions are sincere and that you can trust me. Of course you will also be rewarded for your help. You will just need to follow these simple steps:

1) I will make a full deposit to an account of your choosing.

2) Immediately upon receiving the deposit, you will need to transfer 2 sums to an account which I will provide to you. The first transfer must be for $3.20 and the second for the amount of $7822.32.

3) Shortly thereafter you will receive a package in your mail, from one Pepe Didi. IT IS IMPARATIVE THAT YOU DO NOT OPEN THIS PACKAGE! Please burn it immediately.

4) Over the following three weeks you may notice unusual activity nearby your home, or surrounding streets. Please disregard these and do not be alarmed. Simply ensure your curtains/blinds are closed at all times and stay away from windows whilst at home.

5) At the end of the three weeks transfer 90% of the money ($226,800,000) to the aforementioned account. The remaining $25,200,000 is your reward for helping me with this transaction.


Thank you again, and I trust that you will get back to me very soon.



Yours Sincerely,

Ben Dover",
Str_Email_Junk-MarryMe_Subject,"HELLO MY DEAR",
Str_Email_Junk-MarryMe_Body,"MY DEAR,

I AM HAPPY TO FIND YOUR EMAIL. I AM THE FATHER OF 12 CHILDREN WHO ARE CANADIANS, BUT NOW I LIVE IN JORDAN. I WANT TO MEET SOMEONE LIKE YOU, PERHAPS BECAUSE OF FRIENDSHIP, OR MAYBE SOMEHOW WE MARRY OR NOT, I LOVE TO SEE YOU AND GET THE TIME, PLEASE WRITE TO ME!


JACK",
Str_Email_Junk-NinjaStars_Subject,"Ninja stars",
Str_Email_Junk-NinjaStars_Body,"Have you got any smaller premium double razored stainless steel ninja stars i will be prepared to pay up to $20K each for this product.

Anonymous",
Str_Email_Junk-NotificationOfCheese_Subject,"Notification Of Cheese",
Str_Email_Junk-NotificationOfCheese_Body,"It has come to our attention that you may be entitled to an
undisclosed number of unclaimed cheese wheels. 

If so, these cheeses are currently reserved in your name and waiting 
for you to claim.

Please enter your name at the unclaimed cheese search engine
located at our site.
<b>Click Here</b>

Unclaimed Cheese Department


We take your privacy very seriously and it is our policy never to send 
unwanted email messages. This message has been sent to you because
you originally signed up with a party that has contracted with Cheese Nation.

To unsubscribe <b>click here</b> or go to and enter your
email address.

Cheese Nation
1003 E. Pronsco
Rockport, TX 93849",
Str_Email_Junk-WealthDreams_Subject,"Get Paid While You Sleep!!!",
Str_Email_Junk-WealthDreams_Body,"Who said you need to put in a hard day's work to earn money? Now you can do it while you sleep, literally! Simply install our app, Wealth Dreams, on your phone, enter your banking details and head to bed. Our app detects your sleep patterns and rewards you sweet sweet cash. The more hours you sleep, the more we pay; no questions asked!

<b>Click here</b> to get started now...",
Str_Email_MarketCrash_Subject,"News: Commodity Prices Collapse...",
Str_Email_MarketCrash_Body,"The past month has seen a major shift in commodity prices with the market losing at least 7% of value, affecting all major sectors. These changes are expected to continue for the next three months.


{{SenderName}}



{{Impact}}",
Str_Email_MarketResearchReport_Subject,"Market Research Report {{ReportNumber}}!",
Str_Email_MarketResearchReport_Body,"Hi {{CeoFirstName}},
    
Here is the report you asked for:    

{{ReportBody}}

Thanks,
    
{{SenderName}}",
Str_Email_MikeTysonEndorsement_Subject,"Mike Tyson: ‚ÄúI Start My Day with {{CompanyName}}‚Äù",
Str_Email_MikeTysonEndorsement_Body,"In a rare interview with the former heavyweight boxing champion, Mike Tyson revealed that he is one of the first adopters of {{CompanyName}}. The interview, which aired on Sunday night, attracted 50 million viewers worldwide.


{{SenderName}}



{{Impact}}",
Str_Email_PeaceInMiddleEast_Subject,"Peace in the Middle East!",
Str_Email_PeaceInMiddleEast_Body,"In a shocking development, peace was reached in the Middle East last night. The global community is unanimously confused.


{{SenderName}}



{{Impact}}",
Str_Email_PiracyOnHold_Subject,"Digital Piracy On Temporary Hold",
Str_Email_PiracyOnHold_Body,"In the wake of last week's heartfelt music video ‚ÄúHeal the Digital Pain‚Äù, a collaboration of 122 of world's greatest musicians, internet users everywhere have agreed to temporarily pause illegal downloading of all media including the game called Startup Freak.

Experts believe the reduced load on the internet should result in reduced network bandwidth costs for many users and businesses.


{{SenderName}}



{{Impact}}",
Str_Email_PrincePhilipRejection_Subject,"Prince Phillip calls {{CompanyName}} ‚ÄúAn Utter Disgrace‚Äù",
Str_Email_PrincePhilipRejection_Body,"In a rare and extremely specific statement, Prince Phillip has called {{CompanyName}} 'an utter disgrace', accusing it of greedy and anti-competitive behaviour. The motivations behind this statement are still unclear but experts are calling it a case of being a 'grumpy old man'.


{{SenderName}}



{{Impact}}",
Str_Email_SecurityAttackFailed_Subject,"Urgent: Diffused Security Attack...",
Str_Email_SecurityAttackFailed_Body,"Hi {{CeoFirstName}},

It looks like last night we had a level {{AttackLevel}} security attack on our servers. Thanks to our team's effort the attack was ineffective, so well done. Keep up the good work on the security front!

Thanks,

{{SenderName}}",
Str_Email_SecurityAttackSucceeded_Subject,"Urgent: Serious Security Vulnerability!",
Str_Email_SecurityAttackSucceeded_Body,"Hi {{CeoFirstName}},

Not sure how to break this to you, but we have had a level {{AttackLevel}} security breach early this morning. The scope of the attack is still not clear but there will be a big fallout from this.

The team has already found and patched the issue. I know you keep pushing for more features, but we've got to invest in our security more!


Have a nice day (figure of speech),

{{SenderName}}



{{Impact}}",
Str_Email_SolomonIslandsRussiaWar_Subject,"Solomon Islands Carries Out Military Operation Near Russia",
Str_Email_SolomonIslandsRussiaWar_Body,"Overnight Solomon Islands carried out several naval exercises near the east coast of Russia, prompting an emergency congressional meeting in Kremlin. While the exact circumstances and motivations behind these exercises are not yet clear, the backlash is already impacting local and international communities.


{{SenderName}}



{{Impact}}",
Str_Email_SpeechDriesCandidates_Subject,"Inspirational Speech Dries Up Job Applications",
Str_Email_SpeechDriesCandidates_Body,"An inspiration speech by the well-known entrepreneur, and college drop-out, Stephanie Gigs at several national universities is being seen as the reason for an unprecedented number of students either dropping out of school, or not entering the job market. With many choosing to pursue their own startup dreams, many companies will be experiencing a shortage of qualified candidates or the coming months.


{{SenderName}}



{{Impact}}",
Str_Email_SquidsDamageBackbone_Subject,"Giant Squids Damage Internet Backbone",
Str_Email_SquidsDamageBackbone_Body,"Scientist have confirmed that the major disruptions observed in the transatlantic backbone cables two days ago was caused by a newly discovered strain of Giant Squids, never before seen at such depths. While the reason behind this behaviour is not clear, scientists suspect that the cables may be presenting themselves as tentacles of rival squids.

The damage to the cables was extensive and is expected to put upward pressure on network bandwidth costs.


{{SenderName}}



{{Impact}}",
Str_Email_StartupGame_Subject,"Startup Game Rejuvenates Industry",
Str_Email_StartupGame_Body,"Newly released video game ‚ÄúStartup Freak‚Äù is being attributed to new wave of interest in the startup scene. They hyper-realistic simulation not only perfectly captures the challenges and subtleties of running a software startup, it does a brilliant job of avoiding typical genre clich√©s such as self-referential jokes and breaking the forth wall.


{{SenderName}}



{{Impact}}",
Str_Email_StatueOfFreedomFry_Subject,"USA Gifts Statue of Freedom Fry to France",
Str_Email_StatueOfFreedomFry_Body,"Today the White House announced that in the spirit of reciprocity they will be gifting the Statue of Freedom Fry, an eighty meter monument, to the French government. In a press conference, the French president graciously accepted the gift and rejected suggestion that it is sarcastic in nature. Markets internationally are expected to see a positive boost following this news.


{{SenderName}}



{{Impact}}",
Str_Email_StocksDownSupermanTrailer_Subject,"All Major Stocks Down Following Latest Superman Trailer",
Str_Email_StocksDownSupermanTrailer_Body,"An anonymous and untitled online trailer for the upcoming Superman film has sent investors into a selling frenzy, causing massive losses in many major stock markets. The trailer, which went viral drawing in nearly a billion views, makes use of a ‚Äúshaky cam‚Äù technique, depicting an extremely realistic destruction of several famous buildings around the globe. Many are calling it the greatest widespread panic caused by a fictional work, since the 1938 airing of War of the Worlds.


{{SenderName}}



{{Impact}}",
Str_Email_StocksUpMoonsAlign_Subject,"Major Indexes Soar as All Moons Align",
Str_Email_StocksUpMoonsAlign_Body,"In a ‚Äúonce in a 100 million years‚Äù event, all 181 moons in the Solar system will align during the early hours on Thursday. This rare event is being interpreted as a sign of good fortune by many investors, causing a surge in share prices across many industries.


{{SenderName}}



{{Impact}}",
Str_Email_SwedenNewZealandWar_Subject,"Sweden Declares War on New Zealand!",
Str_Email_SwedenNewZealandWar_Body,"Following months of tension between the two countries, Sweden has carried out an attack on New Zealand early this morning, killing 68 sheep and injuring several others. The New Zealand Prime Minister is yet to issue a statement but experts believe a husbandry retaliation is likely. Widespread impact on global economy is expected.


{{SenderName}}



{{Impact}}",
Str_Email_UnemploymentPeak_Subject,"Unemployment Rises to an All Time High!",
Str_Email_UnemploymentPeak_Body,"The rate of unemployment has increased sharply in the past quarter with thousands out of work.


{{SenderName}}



{{Impact}}",
Str_Email_EmployeeQuit_Subject,"So Long",
Str_Email_EmployeeQuit_Body,"It has been a wonderful ride, but I honestly can't do this anymore. Good luck!"
